Tw_K,P_atm,M[kg/kmol],Cp[kJ/kg-K],h[kJ/kg],gamma[-],rho[kg/m3],mu[millipoise]
1875,3.16228,1.117800e+01,5.568380e+00,4.279070e+03,1.235180e+00,2.297450e-01,5.258630e-01
1900,3.16228,1.115040e+01,5.241820e+00,4.414040e+03,1.238720e+00,2.261610e-01,5.306520e-01
1925,3.16228,1.112730e+01,4.983580e+00,4.541730e+03,1.241690e+00,2.227620e-01,5.354270e-01
1950,3.16228,1.110800e+01,4.779070e+00,4.663670e+03,1.244090e+00,2.195240e-01,5.401880e-01
1975,3.16228,1.109160e+01,4.617240e+00,4.781040e+03,1.245940e+00,2.164250e-01,5.449370e-01
2000,3.16228,1.107760e+01,4.489760e+00,4.894810e+03,1.247290e+00,2.134510e-01,5.496730e-01
2025,3.16228,1.106570e+01,4.390260e+00,5.005760e+03,1.248160e+00,2.105880e-01,5.542320e-01
2050,3.16228,1.105530e+01,4.313860e+00,5.114520e+03,1.248600e+00,2.078250e-01,5.587770e-01
2075,3.16228,1.104620e+01,4.256740e+00,5.221610e+03,1.248660e+00,2.051530e-01,5.633070e-01
2100,3.16228,1.103820e+01,4.215950e+00,5.327490e+03,1.248360e+00,2.025630e-01,5.678240e-01
2125,3.16228,1.103100e+01,4.189170e+00,5.432530e+03,1.247740e+00,2.000490e-01,5.723280e-01
2150,3.16228,1.102440e+01,4.174580e+00,5.537050e+03,1.246850e+00,1.976060e-01,5.768180e-01
2175,3.16228,1.101840e+01,4.170760e+00,5.641350e+03,1.245710e+00,1.952280e-01,5.812970e-01
2200,3.16228,1.101280e+01,4.176610e+00,5.745670e+03,1.244350e+00,1.929100e-01,5.857630e-01
2225,3.16228,1.100740e+01,4.191280e+00,5.850250e+03,1.242790e+00,1.906500e-01,5.902170e-01
2250,3.16228,1.100220e+01,4.214120e+00,5.955300e+03,1.241060e+00,1.884420e-01,5.946600e-01
2275,3.16228,1.099700e+01,4.244660e+00,6.061020e+03,1.239180e+00,1.862840e-01,5.990910e-01
2300,3.16228,1.099190e+01,4.282560e+00,6.167600e+03,1.237170e+00,1.841730e-01,6.035130e-01
2325,3.16228,1.098670e+01,4.327580e+00,6.275210e+03,1.235050e+00,1.821060e-01,6.079230e-01
2350,3.16228,1.098130e+01,4.379590e+00,6.384030e+03,1.232830e+00,1.800810e-01,6.123240e-01
2375,3.16228,1.097580e+01,4.438540e+00,6.494250e+03,1.230530e+00,1.780950e-01,6.167150e-01
2400,3.16228,1.096990e+01,4.504440e+00,6.606020e+03,1.228160e+00,1.761470e-01,6.210970e-01
2425,3.16228,1.096380e+01,4.577330e+00,6.719530e+03,1.225740e+00,1.742330e-01,6.254700e-01
2450,3.16228,1.095730e+01,4.657330e+00,6.834940e+03,1.223290e+00,1.723530e-01,6.298350e-01
2475,3.16228,1.095030e+01,4.744590e+00,6.952450e+03,1.220820e+00,1.705040e-01,6.341910e-01
2500,3.16228,1.094290e+01,4.839280e+00,7.072240e+03,1.218340e+00,1.686840e-01,6.385390e-01
2525,3.16228,1.093490e+01,4.941600e+00,7.194480e+03,1.215880e+00,1.668920e-01,6.428790e-01
2550,3.16228,1.092640e+01,5.051790e+00,7.319380e+03,1.213430e+00,1.651270e-01,6.472120e-01
2575,3.16228,1.091720e+01,5.170100e+00,7.447140e+03,1.211020e+00,1.633860e-01,6.515380e-01
2600,3.16228,1.090720e+01,5.296800e+00,7.577960e+03,1.208650e+00,1.616680e-01,6.558570e-01
2625,3.16228,1.089660e+01,5.432170e+00,7.712050e+03,1.206350e+00,1.599720e-01,6.601690e-01
2650,3.16228,1.088510e+01,5.576510e+00,7.849640e+03,1.204120e+00,1.582960e-01,6.644750e-01
2675,3.16228,1.087280e+01,5.730150e+00,7.990950e+03,1.201980e+00,1.566390e-01,6.687740e-01
2700,3.16228,1.085960e+01,5.893400e+00,8.136230e+03,1.199940e+00,1.550000e-01,6.730670e-01
2725,3.16228,1.084540e+01,6.066610e+00,8.285710e+03,1.198000e+00,1.533770e-01,6.773540e-01
2750,3.16228,1.083010e+01,6.250120e+00,8.439640e+03,1.196180e+00,1.517690e-01,6.816340e-01
2775,3.16228,1.081380e+01,6.444280e+00,8.598300e+03,1.194480e+00,1.501750e-01,6.859090e-01
2800,3.16228,1.079630e+01,6.649470e+00,8.761950e+03,1.192920e+00,1.485940e-01,6.901760e-01
2825,3.16228,1.077770e+01,6.866070e+00,8.930870e+03,1.191500e+00,1.470240e-01,6.944370e-01
2850,3.16228,1.075770e+01,7.094450e+00,9.105350e+03,1.190240e+00,1.454650e-01,6.986910e-01
2875,3.16228,1.073650e+01,7.335020e+00,9.285690e+03,1.189120e+00,1.439150e-01,7.029370e-01
2900,3.16228,1.071390e+01,7.588170e+00,9.472210e+03,1.188170e+00,1.423740e-01,7.071760e-01
2925,3.16228,1.068980e+01,7.854310e+00,9.665210e+03,1.187390e+00,1.408400e-01,7.114060e-01
2950,3.16228,1.066430e+01,8.133860e+00,9.865030e+03,1.186780e+00,1.393130e-01,7.156260e-01
2975,3.16228,1.063720e+01,8.427250e+00,1.007200e+04,1.186340e+00,1.377910e-01,7.198360e-01
3000,3.16228,1.060840e+01,8.734900e+00,1.028650e+04,1.186080e+00,1.362740e-01,7.240350e-01
3025,3.16228,1.057810e+01,9.057230e+00,1.050890e+04,1.186010e+00,1.347600e-01,7.282220e-01
3050,3.16228,1.054590e+01,9.394680e+00,1.073950e+04,1.186120e+00,1.332500e-01,7.323940e-01
3075,3.16228,1.051210e+01,9.747680e+00,1.097870e+04,1.186420e+00,1.317420e-01,7.365510e-01
3100,3.16228,1.047640e+01,1.011660e+01,1.122700e+04,1.186910e+00,1.302360e-01,7.406910e-01
3125,3.16228,1.043880e+01,1.050190e+01,1.148470e+04,1.187590e+00,1.287300e-01,7.448120e-01
3150,3.16228,1.039920e+01,1.090400e+01,1.175230e+04,1.188460e+00,1.272250e-01,7.489120e-01
3175,3.16228,1.035770e+01,1.132310e+01,1.203010e+04,1.189530e+00,1.257200e-01,7.529890e-01
3200,3.16228,1.031420e+01,1.175960e+01,1.231860e+04,1.190800e+00,1.242140e-01,7.570410e-01
3225,3.16228,1.026870e+01,1.221380e+01,1.261820e+04,1.192260e+00,1.227060e-01,7.610640e-01
3250,3.16228,1.022100e+01,1.268570e+01,1.292940e+04,1.193920e+00,1.211970e-01,7.650570e-01
3275,3.16228,1.017120e+01,1.317550e+01,1.325260e+04,1.195770e+00,1.196860e-01,7.690160e-01
3300,3.16228,1.011930e+01,1.368300e+01,1.358830e+04,1.197820e+00,1.181730e-01,7.729380e-01
3325,3.16228,1.006520e+01,1.420820e+01,1.393690e+04,1.200060e+00,1.166570e-01,7.768210e-01
3350,3.16228,1.000890e+01,1.475060e+01,1.429890e+04,1.202500e+00,1.151390e-01,7.806620e-01
3375,3.16228,9.950410e+00,1.530980e+01,1.467460e+04,1.205130e+00,1.136180e-01,7.844560e-01
3400,3.16228,9.889760e+00,1.588480e+01,1.506450e+04,1.207930e+00,1.120960e-01,7.882010e-01
3425,3.16228,9.826950e+00,1.647460e+01,1.546900e+04,1.210920e+00,1.105710e-01,7.918940e-01
3450,3.16228,9.762010e+00,1.707800e+01,1.588830e+04,1.214080e+00,1.090440e-01,7.955310e-01
3475,3.16228,9.694970e+00,1.769320e+01,1.632290e+04,1.217400e+00,1.075160e-01,7.991090e-01
3500,3.16228,9.625880e+00,1.831850e+01,1.677310e+04,1.220870e+00,1.059870e-01,8.026260e-01
3525,3.16228,9.554810e+00,1.895150e+01,1.723890e+04,1.224480e+00,1.044590e-01,8.060780e-01
3550,3.16228,9.481830e+00,1.958970e+01,1.772070e+04,1.228210e+00,1.029310e-01,8.094620e-01
3575,3.16228,9.407040e+00,2.023020e+01,1.821840e+04,1.232040e+00,1.014050e-01,8.127760e-01
3600,3.16228,9.330550e+00,2.087000e+01,1.873220e+04,1.235970e+00,9.988190e-02,8.160170e-01
3625,3.16228,9.252480e+00,2.150570e+01,1.926190e+04,1.239960e+00,9.836300e-02,8.191830e-01
3650,3.16228,9.172950e+00,2.213380e+01,1.980740e+04,1.244000e+00,9.684970e-02,8.222710e-01
3675,3.16228,9.092130e+00,2.275090e+01,2.036850e+04,1.248060e+00,9.534330e-02,8.252790e-01
3700,3.16228,9.010170e+00,2.335320e+01,2.094480e+04,1.252120e+00,9.384540e-02,8.282040e-01
3725,3.16228,8.927230e+00,2.393720e+01,2.153600e+04,1.256160e+00,9.235760e-02,8.310460e-01
3750,3.16228,8.843500e+00,2.449950e+01,2.214150e+04,1.260140e+00,9.088140e-02,8.338010e-01
3775,3.16228,8.759160e+00,2.503680e+01,2.276080e+04,1.264060e+00,8.941850e-02,8.364690e-01
3800,3.16228,8.674390e+00,2.554610e+01,2.339310e+04,1.267880e+00,8.797050e-02,8.390480e-01
3825,3.16228,8.589370e+00,2.602460e+01,2.403780e+04,1.271580e+00,8.653900e-02,8.415360e-01
3850,3.16228,8.504310e+00,2.647000e+01,2.469410e+04,1.275150e+00,8.512560e-02,8.439330e-01
3875,3.16228,8.419370e+00,2.688020e+01,2.536100e+04,1.278560e+00,8.373170e-02,8.462380e-01
3900,3.16228,8.334750e+00,2.725340e+01,2.603780e+04,1.281810e+00,8.235870e-02,8.484500e-01
3925,3.16228,8.250600e+00,2.758840e+01,2.672340e+04,1.284880e+00,8.100800e-02,8.505700e-01
3950,3.16228,8.167100e+00,2.788430e+01,2.741690e+04,1.287750e+00,7.968060e-02,8.525980e-01
3975,3.16228,8.084400e+00,2.814030e+01,2.811730e+04,1.290420e+00,7.837770e-02,8.545350e-01
4000,3.16228,8.002640e+00,2.835630e+01,2.882360e+04,1.292880e+00,7.710010e-02,8.563840e-01
200,5.62341,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,7.536950e+00,9.196210e-02
225,5.62341,2.199600e+01,1.533540e+00,-7.208310e+03,1.327120e+00,6.699510e+00,1.024210e-01
250,5.62341,2.199600e+01,1.559610e+00,-7.169660e+03,1.319900e+00,6.029560e+00,1.127750e-01
275,5.62341,2.199600e+01,1.591940e+00,-7.130280e+03,1.311380e+00,5.481420e+00,1.230010e-01
300,5.62341,2.199600e+01,1.630470e+00,-7.090010e+03,1.301820e+00,5.024630e+00,1.330750e-01
325,5.62341,2.199590e+01,1.674530e+00,-7.048710e+03,1.291590e+00,4.638110e+00,1.432690e-01
350,5.62341,2.199580e+01,1.723470e+00,-7.006240e+03,1.281060e+00,4.306780e+00,1.533320e-01
375,5.62341,2.199540e+01,1.776910e+00,-6.962500e+03,1.270490e+00,4.019590e+00,1.632530e-01
400,5.62341,2.199450e+01,1.834890e+00,-6.917360e+03,1.260050e+00,3.768210e+00,1.730240e-01
425,5.62341,2.199280e+01,1.897990e+00,-6.870710e+03,1.249820e+00,3.546280e+00,1.826380e-01
450,5.62341,2.198960e+01,1.967330e+00,-6.822410e+03,1.239860e+00,3.348780e+00,1.920900e-01
475,5.62341,2.198420e+01,2.044720e+00,-6.772270e+03,1.230180e+00,3.171760e+00,2.013730e-01
500,5.62341,2.197550e+01,2.132730e+00,-6.720080e+03,1.220760e+00,3.011970e+00,2.104820e-01
525,5.62341,2.196200e+01,2.234930e+00,-6.665520e+03,1.211610e+00,2.866780e+00,2.191290e-01
550,5.62341,2.194180e+01,2.356260e+00,-6.608180e+03,1.202710e+00,2.733950e+00,2.275510e-01
575,5.62341,2.191250e+01,2.503540e+00,-6.547490e+03,1.194040e+00,2.611600e+00,2.357380e-01
600,5.62341,2.187120e+01,2.686370e+00,-6.482700e+03,1.185590e+00,2.498070e+00,2.436780e-01
625,5.62341,2.181410e+01,2.918210e+00,-6.412770e+03,1.177390e+00,2.391880e+00,2.511970e-01
650,5.62341,2.173650e+01,3.217710e+00,-6.336230e+03,1.169570e+00,2.291700e+00,2.584330e-01
675,5.62341,2.163210e+01,3.609610e+00,-6.251110e+03,1.162430e+00,2.196220e+00,2.653820e-01
700,5.62341,2.149300e+01,4.123940e+00,-6.154730e+03,1.156500e+00,2.104170e+00,2.720440e-01
725,5.62341,2.130970e+01,4.791950e+00,-6.043630e+03,1.152510e+00,2.014290e+00,2.784270e-01
750,5.62341,2.107130e+01,5.637880e+00,-5.913650e+03,1.151260e+00,1.925360e+00,2.845430e-01
775,5.62341,2.076680e+01,6.669040e+00,-5.760190e+03,1.153380e+00,1.836320e+00,2.904130e-01
800,5.62341,2.038770e+01,7.869120e+00,-5.578780e+03,1.159130e+00,1.746460e+00,2.960660e-01
825,5.62341,1.993000e+01,9.197500e+00,-5.365660e+03,1.168320e+00,1.655520e+00,3.015520e-01
850,5.62341,1.939620e+01,1.059160e+01,-5.118350e+03,1.180430e+00,1.563790e+00,3.069480e-01
875,5.62341,1.879600e+01,1.196720e+01,-4.836230e+03,1.194600e+00,1.472100e+00,3.123610e-01
900,5.62341,1.814630e+01,1.321660e+01,-4.521040e+03,1.209650e+00,1.381740e+00,3.179180e-01
925,5.62341,1.747040e+01,1.420810e+01,-4.177540e+03,1.224140e+00,1.294320e+00,3.237410e-01
950,5.62341,1.679570e+01,1.479340e+01,-3.814020e+03,1.236410e+00,1.211590e+00,3.299110e-01
975,5.62341,1.615170e+01,1.483020e+01,-3.442450e+03,1.244790e+00,1.135260e+00,3.364350e-01
1000,5.62341,1.556620e+01,1.422130e+01,-3.077920e+03,1.248010e+00,1.066750e+00,3.432320e-01
1025,5.62341,1.506230e+01,1.296840e+01,-2.736800e+03,1.245700e+00,1.007050e+00,3.499560e-01
1050,5.62341,1.465480e+01,1.121980e+01,-2.433670e+03,1.238970e+00,9.564730e-01,3.565990e-01
1075,5.62341,1.434680e+01,9.265560e+00,-2.177540e+03,1.230490e+00,9.145960e-01,3.630240e-01
1100,5.62341,1.412970e+01,7.441860e+00,-1.969280e+03,1.223510e+00,8.802810e-01,3.691710e-01
1125,5.62341,1.398580e+01,5.985570e+00,-1.802330e+03,1.220090e+00,8.519580e-01,3.750540e-01
1150,5.62341,1.389500e+01,4.960550e+00,-1.666370e+03,1.219990e+00,8.280230e-01,3.807300e-01
1175,5.62341,1.383920e+01,4.303770e+00,-1.551220e+03,1.221360e+00,8.071520e-01,3.862560e-01
1200,5.62341,1.380520e+01,3.913100e+00,-1.448970e+03,1.222490e+00,7.883970e-01,3.916790e-01
1225,5.62341,1.378420e+01,3.704630e+00,-1.354060e+03,1.222430e+00,7.711270e-01,3.970280e-01
1250,5.62341,1.376990e+01,3.635500e+00,-1.262590e+03,1.220720e+00,7.549230e-01,4.023190e-01
1275,5.62341,1.375750e+01,3.716060e+00,-1.171060e+03,1.216910e+00,7.394560e-01,4.075580e-01
1300,5.62341,1.374130e+01,4.016300e+00,-1.074960e+03,1.211030e+00,7.243780e-01,4.127420e-01
1325,5.62341,1.371300e+01,4.614280e+00,-9.677180e+02,1.205190e+00,7.092490e-01,4.178600e-01
1350,5.62341,1.366450e+01,5.443940e+00,-8.422620e+02,1.202760e+00,6.936500e-01,4.228950e-01
1375,5.62341,1.359260e+01,6.283430e+00,-6.954690e+02,1.203880e+00,6.774550e-01,4.278470e-01
1400,5.62341,1.350080e+01,6.983180e+00,-5.293000e+02,1.206300e+00,6.608680e-01,4.327340e-01
1425,5.62341,1.339510e+01,7.537760e+00,-3.475340e+02,1.208410e+00,6.441900e-01,4.375770e-01
1450,5.62341,1.328030e+01,7.999550e+00,-1.531840e+02,1.209690e+00,6.276560e-01,4.423990e-01
1475,5.62341,1.315950e+01,8.421780e+00,5.211780e+01,1.210060e+00,6.114060e-01,4.472140e-01
1500,5.62341,1.303460e+01,8.844670e+00,2.679140e+02,1.209680e+00,5.955090e-01,4.520360e-01
1525,5.62341,1.290640e+01,9.294770e+00,4.945820e+02,1.208770e+00,5.799850e-01,4.568730e-01
1550,5.62341,1.277520e+01,9.784970e+00,7.329910e+02,1.207600e+00,5.648280e-01,4.617350e-01
1575,5.62341,1.264090e+01,1.031250e+01,9.841470e+02,1.206480e+00,5.500220e-01,4.666260e-01
1600,5.62341,1.250370e+01,1.085460e+01,1.248740e+03,1.205680e+00,5.355530e-01,4.715500e-01
1625,5.62341,1.236410e+01,1.136410e+01,1.526610e+03,1.205410e+00,5.214240e-01,4.765050e-01
1650,5.62341,1.222310e+01,1.176720e+01,1.816070e+03,1.205770e+00,5.076670e-01,4.814860e-01
1675,5.62341,1.208290e+01,1.197180e+01,2.113320e+03,1.206740e+00,4.943520e-01,4.864850e-01
1700,5.62341,1.194640e+01,1.189270e+01,2.412280e+03,1.208200e+00,4.815820e-01,4.914870e-01
1725,5.62341,1.181740e+01,1.149100e+01,2.705240e+03,1.210040e+00,4.694780e-01,4.964770e-01
1750,5.62341,1.169930e+01,1.080570e+01,2.984440e+03,1.212260e+00,4.581470e-01,5.014440e-01
1775,5.62341,1.159450e+01,9.945390e+00,3.244060e+03,1.214900e+00,4.476480e-01,5.063780e-01
1800,5.62341,1.150380e+01,9.039590e+00,3.481340e+03,1.217990e+00,4.379780e-01,5.112780e-01
1825,5.62341,1.142680e+01,8.187980e+00,3.696500e+03,1.221440e+00,4.290850e-01,5.161460e-01
1850,5.62341,1.136190e+01,7.441950e+00,3.891630e+03,1.225070e+00,4.208830e-01,5.209870e-01
1875,5.62341,1.130750e+01,6.814320e+00,4.069590e+03,1.228680e+00,4.132840e-01,5.258040e-01
1900,5.62341,1.126200e+01,6.297070e+00,4.233270e+03,1.232140e+00,4.062020e-01,5.306020e-01
1925,5.62341,1.122370e+01,5.874590e+00,4.385240e+03,1.235320e+00,3.995640e-01,5.353820e-01
1950,5.62341,1.119140e+01,5.530570e+00,4.527650e+03,1.238170e+00,3.933070e-01,5.401480e-01
1975,5.62341,1.116410e+01,5.250660e+00,4.662300e+03,1.240640e+00,3.873810e-01,5.449000e-01
2000,5.62341,1.114090e+01,5.023040e+00,4.790620e+03,1.242720e+00,3.817440e-01,5.496390e-01
2025,5.62341,1.112110e+01,4.838260e+00,4.913810e+03,1.244390e+00,3.763600e-01,5.542000e-01
2050,5.62341,1.110400e+01,4.688800e+00,5.032830e+03,1.245670e+00,3.712000e-01,5.587460e-01
2075,5.62341,1.108930e+01,4.568680e+00,5.148490e+03,1.246560e+00,3.662420e-01,5.632780e-01
2100,5.62341,1.107650e+01,4.473150e+00,5.261470e+03,1.247090e+00,3.614640e-01,5.677960e-01
2125,5.62341,1.106530e+01,4.398380e+00,5.372320e+03,1.247280e+00,3.568490e-01,5.723010e-01
2150,5.62341,1.105530e+01,4.341310e+00,5.481530e+03,1.247160e+00,3.523830e-01,5.767930e-01
2175,5.62341,1.104650e+01,4.299490e+00,5.589510e+03,1.246750e+00,3.480540e-01,5.812710e-01
2200,5.62341,1.103850e+01,4.270910e+00,5.696620e+03,1.246080e+00,3.438490e-01,5.857380e-01
2225,5.62341,1.103110e+01,4.253990e+00,5.803160e+03,1.245170e+00,3.397600e-01,5.901920e-01
2250,5.62341,1.102440e+01,4.247440e+00,5.909400e+03,1.244060e+00,3.357790e-01,5.946340e-01
2275,5.62341,1.101800e+01,4.250240e+00,6.015610e+03,1.242760e+00,3.318980e-01,5.990660e-01
2300,5.62341,1.101200e+01,4.261580e+00,6.121990e+03,1.241290e+00,3.281110e-01,6.034860e-01
2325,5.62341,1.100620e+01,4.280830e+00,6.228750e+03,1.239680e+00,3.244110e-01,6.078960e-01
2350,5.62341,1.100050e+01,4.307490e+00,6.336090e+03,1.237950e+00,3.207940e-01,6.122950e-01
2375,5.62341,1.099480e+01,4.341200e+00,6.444180e+03,1.236100e+00,3.172540e-01,6.166840e-01
2400,5.62341,1.098910e+01,4.381690e+00,6.553210e+03,1.234150e+00,3.137870e-01,6.210640e-01
2425,5.62341,1.098340e+01,4.428770e+00,6.663320e+03,1.232130e+00,3.103890e-01,6.254350e-01
2450,5.62341,1.097740e+01,4.482320e+00,6.774700e+03,1.230040e+00,3.070560e-01,6.297960e-01
2475,5.62341,1.097130e+01,4.542290e+00,6.887490e+03,1.227900e+00,3.037840e-01,6.341490e-01
2500,5.62341,1.096490e+01,4.608670e+00,7.001870e+03,1.225720e+00,3.005710e-01,6.384930e-01
2525,5.62341,1.095820e+01,4.681490e+00,7.117980e+03,1.223520e+00,2.974120e-01,6.428300e-01
2550,5.62341,1.095110e+01,4.760820e+00,7.235990e+03,1.221300e+00,2.943060e-01,6.471590e-01
2575,5.62341,1.094360e+01,4.846770e+00,7.356080e+03,1.219080e+00,2.912490e-01,6.514800e-01
2600,5.62341,1.093560e+01,4.939450e+00,7.478390e+03,1.216870e+00,2.882380e-01,6.557940e-01
2625,5.62341,1.092710e+01,5.039020e+00,7.603110e+03,1.214680e+00,2.852710e-01,6.601010e-01
2650,5.62341,1.091800e+01,5.145650e+00,7.730400e+03,1.212520e+00,2.823450e-01,6.644010e-01
2675,5.62341,1.090840e+01,5.259520e+00,7.860450e+03,1.210410e+00,2.794590e-01,6.686950e-01
2700,5.62341,1.089800e+01,5.380830e+00,7.993440e+03,1.208350e+00,2.766090e-01,6.729820e-01
2725,5.62341,1.088700e+01,5.509790e+00,8.129550e+03,1.206360e+00,2.737940e-01,6.772640e-01
2750,5.62341,1.087520e+01,5.646620e+00,8.268990e+03,1.204440e+00,2.710110e-01,6.815390e-01
2775,5.62341,1.086260e+01,5.791570e+00,8.411950e+03,1.202610e+00,2.682580e-01,6.858080e-01
2800,5.62341,1.084920e+01,5.944860e+00,8.558640e+03,1.200860e+00,2.655340e-01,6.900720e-01
2825,5.62341,1.083480e+01,6.106760e+00,8.709270e+03,1.199220e+00,2.628360e-01,6.943290e-01
2850,5.62341,1.081950e+01,6.277520e+00,8.864050e+03,1.197690e+00,2.601630e-01,6.985800e-01
2875,5.62341,1.080320e+01,6.457410e+00,9.023220e+03,1.196270e+00,2.575130e-01,7.028260e-01
2900,5.62341,1.078590e+01,6.646700e+00,9.187000e+03,1.194970e+00,2.548830e-01,7.070650e-01
2925,5.62341,1.076750e+01,6.845670e+00,9.355630e+03,1.193800e+00,2.522730e-01,7.112970e-01
2950,5.62341,1.074790e+01,7.054610e+00,9.529370e+03,1.192760e+00,2.496810e-01,7.155230e-01
2975,5.62341,1.072720e+01,7.273820e+00,9.708450e+03,1.191860e+00,2.471050e-01,7.197410e-01
3000,5.62341,1.070520e+01,7.503570e+00,9.893150e+03,1.191110e+00,2.445430e-01,7.239520e-01
3025,5.62341,1.068190e+01,7.744180e+00,1.008370e+04,1.190500e+00,2.419950e-01,7.281540e-01
3050,5.62341,1.065730e+01,7.995950e+00,1.028040e+04,1.190040e+00,2.394590e-01,7.323470e-01
3075,5.62341,1.063140e+01,8.259180e+00,1.048360e+04,1.189740e+00,2.369330e-01,7.365310e-01
3100,5.62341,1.060390e+01,8.534170e+00,1.069350e+04,1.189590e+00,2.344160e-01,7.407030e-01
3125,5.62341,1.057510e+01,8.821240e+00,1.091040e+04,1.189610e+00,2.319070e-01,7.448630e-01
3150,5.62341,1.054470e+01,9.120690e+00,1.113470e+04,1.189790e+00,2.294050e-01,7.490110e-01
3175,5.62341,1.051270e+01,9.432800e+00,1.136660e+04,1.190130e+00,2.269090e-01,7.531440e-01
3200,5.62341,1.047910e+01,9.757870e+00,1.160640e+04,1.190640e+00,2.244180e-01,7.572620e-01
3225,5.62341,1.044390e+01,1.009620e+01,1.185460e+04,1.191310e+00,2.219300e-01,7.613620e-01
3250,5.62341,1.040700e+01,1.044790e+01,1.211130e+04,1.192160e+00,2.194450e-01,7.654430e-01
3275,5.62341,1.036840e+01,1.081330e+01,1.237710e+04,1.193180e+00,2.169610e-01,7.695030e-01
3300,5.62341,1.032800e+01,1.119270e+01,1.265210e+04,1.194370e+00,2.144790e-01,7.735400e-01
3325,5.62341,1.028590e+01,1.158600e+01,1.293680e+04,1.195730e+00,2.119980e-01,7.775520e-01
3350,5.62341,1.024190e+01,1.199340e+01,1.323150e+04,1.197270e+00,2.095170e-01,7.815380e-01
3375,5.62341,1.019610e+01,1.241490e+01,1.353660e+04,1.198970e+00,2.070350e-01,7.854940e-01
3400,5.62341,1.014850e+01,1.285040e+01,1.385240e+04,1.200850e+00,2.045520e-01,7.894180e-01
3425,5.62341,1.009890e+01,1.329980e+01,1.417920e+04,1.202900e+00,2.020680e-01,7.933080e-01
3450,5.62341,1.004750e+01,1.376280e+01,1.451750e+04,1.205120e+00,1.995830e-01,7.971610e-01
3475,5.62341,9.994250e+00,1.423890e+01,1.486750e+04,1.207510e+00,1.970960e-01,8.009750e-01
3500,5.62341,9.939080e+00,1.472760e+01,1.522960e+04,1.210050e+00,1.946080e-01,8.047470e-01
3525,5.62341,9.882040e+00,1.522810e+01,1.560400e+04,1.212760e+00,1.921190e-01,8.084750e-01
3550,5.62341,9.823150e+00,1.573960e+01,1.599100e+04,1.215630e+00,1.896290e-01,8.121560e-01
3575,5.62341,9.762430e+00,1.626100e+01,1.639100e+04,1.218630e+00,1.871390e-01,8.157870e-01
3600,5.62341,9.699910e+00,1.679100e+01,1.680420e+04,1.221780e+00,1.846490e-01,8.193670e-01
3625,5.62341,9.635660e+00,1.732810e+01,1.723060e+04,1.225060e+00,1.821610e-01,8.228910e-01
3650,5.62341,9.569710e+00,1.787050e+01,1.767060e+04,1.228470e+00,1.796750e-01,8.263600e-01
3675,5.62341,9.502130e+00,1.841650e+01,1.812420e+04,1.231970e+00,1.771930e-01,8.297690e-01
3700,5.62341,9.433010e+00,1.896390e+01,1.859150e+04,1.235580e+00,1.747150e-01,8.331170e-01
3725,5.62341,9.362410e+00,1.951060e+01,1.907240e+04,1.239260e+00,1.722440e-01,8.364020e-01
3750,5.62341,9.290460e+00,2.005420e+01,1.956700e+04,1.243010e+00,1.697800e-01,8.396210e-01
3775,5.62341,9.217230e+00,2.059230e+01,2.007510e+04,1.246810e+00,1.673270e-01,8.427730e-01
3800,5.62341,9.142860e+00,2.112230e+01,2.059650e+04,1.250640e+00,1.648850e-01,8.458570e-01
3825,5.62341,9.067460e+00,2.164180e+01,2.113110e+04,1.254480e+00,1.624560e-01,8.488690e-01
3850,5.62341,8.991170e+00,2.214820e+01,2.167850e+04,1.258320e+00,1.600430e-01,8.518100e-01
3875,5.62341,8.914110e+00,2.263920e+01,2.223840e+04,1.262130e+00,1.576480e-01,8.546760e-01
3900,5.62341,8.836440e+00,2.311250e+01,2.281030e+04,1.265900e+00,1.552730e-01,8.574670e-01
3925,5.62341,8.758290e+00,2.356580e+01,2.339380e+04,1.269610e+00,1.529190e-01,8.601810e-01
3950,5.62341,8.679800e+00,2.399720e+01,2.398840e+04,1.273240e+00,1.505900e-01,8.628170e-01
3975,5.62341,8.601130e+00,2.440480e+01,2.459350e+04,1.276780e+00,1.482860e-01,8.653740e-01
4000,5.62341,8.522420e+00,2.478700e+01,2.520840e+04,1.280210e+00,1.460110e-01,8.678510e-01
200,10,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,1.340280e+01,9.196210e-02
225,10,2.199600e+01,1.533540e+00,-7.208310e+03,1.327120e+00,1.191360e+01,1.024210e-01
250,10,2.199600e+01,1.559610e+00,-7.169660e+03,1.319900e+00,1.072220e+01,1.127750e-01
